timestamp,price,market_cap,total_volume
2026-09-22 11:00:00+07:00,85657.24434568283,1720658312101.4382,61555647857.70864
2026-09-22 12:00:00+07:00,85425.68027695657,1716006719084.6245,61854059942.31231
2026-09-22 13:00:00+07:00,85407.07033575483,1715636389579.4812,62411264579.17463
2026-09-22 14:00:00+07:00,85359.21218813978,1714677160767.8826,62574747764.792366
2026-09-22 15:00:00+07:00,85322.58646850348,1713941431332.8613,62828067757.26953
2026-09-22 16:00:00+07:00,86180.10982376733,1731171740241.6074,59512427421.62879
2026-09-22 17:00:00+07:00,86207.63632450446,1731724688019.0159,55519749613.166245
2026-09-22 18:00:00+07:00,85897.57760275183,1725499458096.568,53382005833.61478
2026-09-22 19:00:00+07:00,85954.88013701636,1726650544012.847,52464442019.081535
2026-09-22 20:00:00+07:00,85998.96708824938,1727536157001.9993,50621497496.12631
2026-09-22 21:00:00+07:00,86311.08308583916,1733805902898.619,49209788155.33096
2026-09-22 22:00:00+07:00,86207.13787784762,1731723813261.9304,47730135821.49509
2026-09-22 23:00:00+07:00,86412.01623033184,1735839397313.9321,46581658976.44861
2026-09-23 00:00:00+07:00,86395.87649360926,1735517083960.3162,46057611050.718
2026-09-23 01:00:00+07:00,86587.1444676524,1739361172671.89,46383599651.56697
2026-09-23 02:00:00+07:00,86476.73261291615,1737143221100.5378,46765784516.501
2026-09-23 03:00:00+07:00,86220.71105203898,1732000264081.9822,45345741121.01437
2026-09-23 04:00:00+07:00,86250.64221068537,1732605833250.083,44089951322.48135
2026-09-23 05:00:00+07:00,86187.63078333685,1731340057555.1172,43447686111.31549
2026-09-23 06:00:00+07:00,86120.19453430604,1729985395891.754,42873504200.62065
2026-09-23 07:00:00+07:00,86183.29442787907,1731252948699.2454,43496653159.936775
2026-09-23 08:00:00+07:00,86450.1100863901,1736612750719.1472,42716981793.81476
2026-09-23 09:00:00+07:00,86347.69317612112,1734555396343.489,42083783897.97739
2026-09-23 10:00:00+07:00,86527.61079359149,1738169587560.4329,41817396754.26661
2026-09-23 11:00:00+07:00,86693.1515712143,1741494976329.7063,41581859030.16376
2026-09-23 12:00:00+07:00,87158.43254422718,1750841556335.142,42389728691.179726
2026-09-23 13:00:00+07:00,86478.4432365406,1737194620333.8533,41857999891.973206
2026-09-23 14:00:00+07:00,86458.90494964657,1736802131690.2964,41968040115.62237
2026-09-23 15:00:00+07:00,86122.40386947783,1730042437085.171,41825362845.27283
2026-09-23 16:00:00+07:00,85890.48261159069,1725383560878.9866,41340945717.75038
2026-09-23 17:00:00+07:00,85840.42472906392,1724382538616.8225,40880857497.24056
2026-09-23 18:00:00+07:00,85904.75473339538,1725674814797.0542,40956070098.544205
2026-09-23 19:00:00+07:00,85646.19147499696,1720480735558.544,40934356910.60455
2026-09-23 20:00:00+07:00,85476.40608139167,1717070046842.019,40665388301.05333
2026-09-23 21:00:00+07:00,85790.32559371383,1723383942382.3413,40272331113.33672
2026-09-23 22:00:00+07:00,84470.52649714124,1696871389195.6848,43914166961.73581
2026-09-23 23:00:00+07:00,83790.89567875945,1683218744436.0154,44879396348.96887
2026-09-24 00:00:00+07:00,84058.64571541436,1688597394191.101,45870938910.25949
2026-09-24 01:00:00+07:00,84315.18573536711,1693750853487.4185,46028133314.45535
2026-09-24 02:00:00+07:00,84336.728156199,1694183604638.3762,45506097506.38443
2026-09-24 03:00:00+07:00,84488.07876185968,1697232095649.396,44715460447.81474
2026-09-24 04:00:00+07:00,84226.4216925631,1691975818283.7402,44398019145.62241
2026-09-24 05:00:00+07:00,84412.27791564194,1695709376338.4177,44570627303.63874
2026-09-24 06:00:00+07:00,84550.14189817327,1698478846060.244,44237076845.62518
2026-09-24 07:00:00+07:00,84382.39990356649,1695109174253.2031,43737548353.46009
2026-09-24 08:00:00+07:00,84305.16437615956,1693557634462.4956,43865802121.717514
2026-09-24 09:00:00+07:00,84092.35744951612,1689290836287.0386,43443294669.57801
2026-09-24 10:00:00+07:00,84348.7467395268,1694442666734.3733,44003215260.36292
2026-09-24 11:00:00+07:00,83922.76015101028,1685886563431.5776,43337343884.9572
2026-09-24 12:00:00+07:00,84025.88382839237,1687958168580.8516,41985621799.00434
2026-09-24 13:00:00+07:00,83981.51168985666,1687068896195.0623,42091829286.29648
2026-09-24 14:00:00+07:00,84091.30562156744,1689275761196.3635,41904081602.46939
2026-09-24 15:00:00+07:00,84510.58761009591,1697698545158.2966,42199797813.31699
2026-09-24 16:00:00+07:00,83608.57754659448,1679582113594.1543,42680733674.63432
2026-09-24 17:00:00+07:00,83238.11792042716,1672140085752.3022,43721069417.98403
2026-09-24 18:00:00+07:00,83513.46462287672,1677671424880.9185,44222679326.84676
2026-09-24 19:00:00+07:00,83436.70362312958,1676132488409.558,43896671797.53927
2026-09-24 20:00:00+07:00,83591.51084360712,1679242359730.1558,43397913459.47208
2026-09-24 21:00:00+07:00,84175.06643275567,1690965215970.7725,43694644148.32553
2026-09-24 22:00:00+07:00,83565.98156532156,1678734273718.759,40576615429.65121
2026-09-24 23:00:00+07:00,84393.04495465662,1695350191081.5435,39768011576.21052
2026-09-25 00:00:00+07:00,84405.4140703454,1695598671067.7527,39012529514.63129
2026-09-25 01:00:00+07:00,84066.21951537457,1688784678825.9443,37932999656.51447
2026-09-25 02:00:00+07:00,84456.14938451325,1696617879755.095,38211642365.02657
2026-09-25 03:00:00+07:00,84376.06808875743,1695009147185.549,38111972112.775345
2026-09-25 04:00:00+07:00,84334.43946003784,1694172880361.759,38202513377.63002
2026-09-25 05:00:00+07:00,84319.76795203467,1693878148208.0608,38333477861.66097
2026-09-25 06:00:00+07:00,84249.38872205936,1692464317944.5488,38402020671.63676
2026-09-25 07:00:00+07:00,84377.96508359577,1695061262169.533,38044738930.24391
2026-09-25 08:00:00+07:00,84567.95784518245,1698878009467.7063,38129182081.18688
2026-09-25 09:00:00+07:00,84568.85384307253,1698896009087.7844,37964553682.50562
2026-09-25 10:00:00+07:00,84194.82818604415,1691382241700.076,37544836254.71169
2026-09-25 11:00:00+07:00,84202.4042247504,1691541003839.7559,37721476029.98632
2026-09-25 12:00:00+07:00,84178.3529416615,1691057837926.4497,37687518835.41808
